Period,Provider Org Name,WaitCategory,Patients
2025-05-01,NEWCASTLE NEWMEDICA LTD,0-18 Weeks,1314.0
2025-05-01,NEWCASTLE NEWMEDICA LTD,18-52 Weeks,0.0
2025-05-01,NEWCASTLE NEWMEDICA LTD,52+ Weeks,0.0
2025-05-01,NEWCASTLE NEWMEDICA LTD,Other,568.0
2025-05-01,NEWMEDICA - BERKSHIRE,0-18 Weeks,916.0
2025-05-01,NEWMEDICA - BERKSHIRE,18-52 Weeks,34.0
2025-05-01,NEWMEDICA - BERKSHIRE,52+ Weeks,0.0
2025-05-01,NEWMEDICA - BERKSHIRE,Other,1604.0
2025-05-01,NEWMEDICA - BERKSHIRE - BRACKNELL,0-18 Weeks,40.0
2025-05-01,NEWMEDICA - BERKSHIRE - BRACKNELL,18-52 Weeks,0.0
2025-05-01,NEWMEDICA - BERKSHIRE - BRACKNELL,52+ Weeks,0.0
2025-05-01,NEWMEDICA - BERKSHIRE - BRACKNELL,Other,86.0
2025-05-01,NEWMEDICA - BIRMINGHAM,0-18 Weeks,1020.0
2025-05-01,NEWMEDICA - BIRMINGHAM,18-52 Weeks,14.0
2025-05-01,NEWMEDICA - BIRMINGHAM,52+ Weeks,0.0
2025-05-01,NEWMEDICA - BIRMINGHAM,Other,1778.0
2025-05-01,NEWMEDICA - BRADFORD & HUDDERSFIELD,0-18 Weeks,398.0
2025-05-01,NEWMEDICA - BRADFORD & HUDDERSFIELD,18-52 Weeks,0.0
2025-05-01,NEWMEDICA - BRADFORD & HUDDERSFIELD,52+ Weeks,0.0
2025-05-01,NEWMEDICA - BRADFORD & HUDDERSFIELD,Other,590.0
2025-05-01,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,0-18 Weeks,684.0
2025-05-01,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,18-52 Weeks,36.0
2025-05-01,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,52+ Weeks,0.0
2025-05-01,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,Other,1844.0
2025-05-01,NEWMEDICA - BRISTOL - LITFIELD HOUSE,0-18 Weeks,388.0
2025-05-01,NEWMEDICA - BRISTOL - LITFIELD HOUSE,18-52 Weeks,6.0
2025-05-01,NEWMEDICA - BRISTOL - LITFIELD HOUSE,52+ Weeks,0.0
2025-05-01,NEWMEDICA - BRISTOL - LITFIELD HOUSE,Other,720.0
2025-05-01,NEWMEDICA - BROMSGROVE,0-18 Weeks,436.0
2025-05-01,NEWMEDICA - BROMSGROVE,18-52 Weeks,0.0
2025-05-01,NEWMEDICA - BROMSGROVE,52+ Weeks,0.0
2025-05-01,NEWMEDICA - BROMSGROVE,Other,494.0
2025-05-01,NEWMEDICA - BURY ST EDMUNDS,0-18 Weeks,0.0
2025-05-01,NEWMEDICA - BURY ST EDMUNDS,18-52 Weeks,0.0
2025-05-01,NEWMEDICA - BURY ST EDMUNDS,52+ Weeks,0.0
2025-05-01,NEWMEDICA - BURY ST EDMUNDS,Other,2.0
2025-05-01,NEWMEDICA - CHESHIRE OAKS,0-18 Weeks,434.0
2025-05-01,NEWMEDICA - CHESHIRE OAKS,18-52 Weeks,4.0
2025-05-01,NEWMEDICA - CHESHIRE OAKS,52+ Weeks,0.0
2025-05-01,NEWMEDICA - CHESHIRE OAKS,Other,350.0
2025-05-01,NEWMEDICA - DARLINGTON,0-18 Weeks,54.0
2025-05-01,NEWMEDICA - DARLINGTON,18-52 Weeks,0.0
2025-05-01,NEWMEDICA - DARLINGTON,52+ Weeks,0.0
2025-05-01,NEWMEDICA - DARLINGTON,Other,76.0
2025-05-01,NEWMEDICA - EXETER - GLEN HOUSE,0-18 Weeks,530.0
2025-05-01,NEWMEDICA - EXETER - GLEN HOUSE,18-52 Weeks,10.0
2025-05-01,NEWMEDICA - EXETER - GLEN HOUSE,52+ Weeks,0.0
2025-05-01,NEWMEDICA - EXETER - GLEN HOUSE,Other,512.0
2025-05-01,NEWMEDICA - GLOUCESTER (ASPEN MEDICAL CENTRE),0-18 Weeks,184.0
2025-05-01,NEWMEDICA - GLOUCESTER (ASPEN MEDICAL CENTRE),18-52 Weeks,20.0
2025-05-01,NEWMEDICA - GLOUCESTER (ASPEN MEDICAL CENTRE),52+ Weeks,0.0
2025-05-01,NEWMEDICA - GLOUCESTER (ASPEN MEDICAL CENTRE),Other,706.0
2025-05-01,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),0-18 Weeks,646.0
2025-05-01,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),18-52 Weeks,50.0
2025-05-01,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),52+ Weeks,0.0
2025-05-01,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),Other,2340.0
2025-05-01,NEWMEDICA - HAMPSHIRE,0-18 Weeks,1320.0
2025-05-01,NEWMEDICA - HAMPSHIRE,18-52 Weeks,38.0
2025-05-01,NEWMEDICA - HAMPSHIRE,52+ Weeks,0.0
2025-05-01,NEWMEDICA - HAMPSHIRE,Other,2368.0
2025-05-01,NEWMEDICA - HARROGATE,0-18 Weeks,226.0
2025-05-01,NEWMEDICA - HARROGATE,18-52 Weeks,2.0
2025-05-01,NEWMEDICA - HARROGATE,52+ Weeks,0.0
2025-05-01,NEWMEDICA - HARROGATE,Other,368.0
2025-05-01,NEWMEDICA - HERTFORSHIRE - WELWYN GARDEN CITY,0-18 Weeks,212.0
2025-05-01,NEWMEDICA - HERTFORSHIRE - WELWYN GARDEN CITY,18-52 Weeks,0.0
2025-05-01,NEWMEDICA - HERTFORSHIRE - WELWYN GARDEN CITY,52+ Weeks,0.0
2025-05-01,NEWMEDICA - HERTFORSHIRE - WELWYN GARDEN CITY,Other,160.0
2025-05-01,NEWMEDICA - IPSWICH,0-18 Weeks,1360.0
2025-05-01,NEWMEDICA - IPSWICH,18-52 Weeks,0.0
2025-05-01,NEWMEDICA - IPSWICH,52+ Weeks,0.0
2025-05-01,NEWMEDICA - IPSWICH,Other,1520.0
2025-05-01,NEWMEDICA - LANGFORD,0-18 Weeks,482.0
2025-05-01,NEWMEDICA - LANGFORD,18-52 Weeks,22.0
2025-05-01,NEWMEDICA - LANGFORD,52+ Weeks,0.0
2025-05-01,NEWMEDICA - LANGFORD,Other,980.0
2025-05-01,NEWMEDICA - LINCOLN,0-18 Weeks,44.0
2025-05-01,NEWMEDICA - LINCOLN,18-52 Weeks,0.0
2025-05-01,NEWMEDICA - LINCOLN,52+ Weeks,0.0
2025-05-01,NEWMEDICA - LINCOLN,Other,128.0
2025-05-01,NEWMEDICA - MANCHESTER WEST,0-18 Weeks,532.0
2025-05-01,NEWMEDICA - MANCHESTER WEST,18-52 Weeks,40.0
2025-05-01,NEWMEDICA - MANCHESTER WEST,52+ Weeks,0.0
2025-05-01,NEWMEDICA - MANCHESTER WEST,Other,646.0
2025-05-01,NEWMEDICA - NORTH DERBYSHIRE - MIDLAND COURT,0-18 Weeks,1600.0
2025-05-01,NEWMEDICA - NORTH DERBYSHIRE - MIDLAND COURT,18-52 Weeks,48.0
2025-05-01,NEWMEDICA - NORTH DERBYSHIRE - MIDLAND COURT,52+ Weeks,0.0
2025-05-01,NEWMEDICA - NORTH DERBYSHIRE - MIDLAND COURT,Other,2336.0
2025-05-01,NEWMEDICA - NORTHAMPTON,0-18 Weeks,812.0
2025-05-01,NEWMEDICA - NORTHAMPTON,18-52 Weeks,2.0
2025-05-01,NEWMEDICA - NORTHAMPTON,52+ Weeks,0.0
2025-05-01,NEWMEDICA - NORTHAMPTON,Other,2064.0
2025-05-01,NEWMEDICA - NORWICH,0-18 Weeks,1524.0
2025-05-01,NEWMEDICA - NORWICH,18-52 Weeks,14.0
2025-05-01,NEWMEDICA - NORWICH,52+ Weeks,0.0
2025-05-01,NEWMEDICA - NORWICH,Other,2508.0
2025-05-01,NEWMEDICA - NOTTINGHAM,0-18 Weeks,852.0
2025-05-01,NEWMEDICA - NOTTINGHAM,18-52 Weeks,60.0
2025-05-01,NEWMEDICA - NOTTINGHAM,52+ Weeks,0.0
2025-05-01,NEWMEDICA - NOTTINGHAM,Other,1580.0
2025-05-01,NEWMEDICA - OXFORDSHIRE,0-18 Weeks,574.0
2025-05-01,NEWMEDICA - OXFORDSHIRE,18-52 Weeks,6.0
2025-05-01,NEWMEDICA - OXFORDSHIRE,52+ Weeks,0.0
2025-05-01,NEWMEDICA - OXFORDSHIRE,Other,1318.0
2025-05-01,NEWMEDICA - SHREWSBURY,0-18 Weeks,654.0
2025-05-01,NEWMEDICA - SHREWSBURY,18-52 Weeks,2.0
2025-05-01,NEWMEDICA - SHREWSBURY,52+ Weeks,0.0
2025-05-01,NEWMEDICA - SHREWSBURY,Other,542.0
2025-05-01,NEWMEDICA - SWINDON,0-18 Weeks,222.0
2025-05-01,NEWMEDICA - SWINDON,18-52 Weeks,22.0
2025-05-01,NEWMEDICA - SWINDON,52+ Weeks,0.0
2025-05-01,NEWMEDICA - SWINDON,Other,358.0
2025-05-01,NEWMEDICA - TEESSIDE - NORTH ORMESBY,0-18 Weeks,1600.0
2025-05-01,NEWMEDICA - TEESSIDE - NORTH ORMESBY,18-52 Weeks,12.0
2025-05-01,NEWMEDICA - TEESSIDE - NORTH ORMESBY,52+ Weeks,4.0
2025-05-01,NEWMEDICA - TEESSIDE - NORTH ORMESBY,Other,2252.0
2025-05-01,NEWMEDICA - WAKEFIELD,0-18 Weeks,498.0
2025-05-01,NEWMEDICA - WAKEFIELD,18-52 Weeks,22.0
2025-05-01,NEWMEDICA - WAKEFIELD,52+ Weeks,0.0
2025-05-01,NEWMEDICA - WAKEFIELD,Other,1286.0
2025-05-01,NEWMEDICA - WORCESTER,0-18 Weeks,1218.0
2025-05-01,NEWMEDICA - WORCESTER,18-52 Weeks,8.0
2025-05-01,NEWMEDICA - WORCESTER,52+ Weeks,0.0
2025-05-01,NEWMEDICA - WORCESTER,Other,1246.0
2025-05-01,NEWMEDICA - WORKSOP - DUKERIES,0-18 Weeks,200.0
2025-05-01,NEWMEDICA - WORKSOP - DUKERIES,18-52 Weeks,10.0
2025-05-01,NEWMEDICA - WORKSOP - DUKERIES,52+ Weeks,0.0
2025-05-01,NEWMEDICA - WORKSOP - DUKERIES,Other,310.0
2025-05-01,NEWMEDICA -TELFORD,0-18 Weeks,0.0
2025-05-01,NEWMEDICA -TELFORD,18-52 Weeks,0.0
2025-05-01,NEWMEDICA -TELFORD,52+ Weeks,0.0
2025-05-01,NEWMEDICA -TELFORD,Other,8.0
2025-05-01,NEWMEDICA AZTEC WEST,0-18 Weeks,670.0
2025-05-01,NEWMEDICA AZTEC WEST,18-52 Weeks,50.0
2025-05-01,NEWMEDICA AZTEC WEST,52+ Weeks,0.0
2025-05-01,NEWMEDICA AZTEC WEST,Other,1454.0
2025-05-01,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,0-18 Weeks,824.0
2025-05-01,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,18-52 Weeks,16.0
2025-05-01,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,52+ Weeks,0.0
2025-05-01,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,Other,1378.0
2025-05-01,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,0-18 Weeks,678.0
2025-05-01,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,18-52 Weeks,32.0
2025-05-01,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,52+ Weeks,0.0
2025-05-01,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,Other,1640.0
2025-05-01,NEWMEDICA LEICESTER,0-18 Weeks,878.0
2025-05-01,NEWMEDICA LEICESTER,18-52 Weeks,0.0
2025-05-01,NEWMEDICA LEICESTER,52+ Weeks,0.0
2025-05-01,NEWMEDICA LEICESTER,Other,498.0
2025-05-01,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,0-18 Weeks,80.0
2025-05-01,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,18-52 Weeks,0.0
2025-05-01,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,52+ Weeks,0.0
2025-05-01,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,Other,32.0
2025-05-01,NEWMEDICA SUFFOLK - BURY ST EDMUNDS - CLARITY HOUSE,0-18 Weeks,806.0
2025-05-01,NEWMEDICA SUFFOLK - BURY ST EDMUNDS - CLARITY HOUSE,18-52 Weeks,2.0
2025-05-01,NEWMEDICA SUFFOLK - BURY ST EDMUNDS - CLARITY HOUSE,52+ Weeks,0.0
2025-05-01,NEWMEDICA SUFFOLK - BURY ST EDMUNDS - CLARITY HOUSE,Other,1600.0
2025-05-01,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0-18 Weeks,31100.0
2025-05-01,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18-52 Weeks,9528.0
2025-05-01,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,52+ Weeks,1282.0
2025-05-01,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Other,174052.0
2025-05-01,NORTH BRISTOL NHS TRUST,0-18 Weeks,25128.0
2025-05-01,NORTH BRISTOL NHS TRUST,18-52 Weeks,5376.0
2025-05-01,NORTH BRISTOL NHS TRUST,52+ Weeks,196.0
2025-05-01,NORTH BRISTOL NHS TRUST,Other,97514.0
2025-05-01,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,0-18 Weeks,16906.0
2025-05-01,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,18-52 Weeks,4678.0
2025-05-01,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,52+ Weeks,618.0
2025-05-01,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,Other,83784.0
2025-05-01,NORTH DOWNS HOSPITAL,0-18 Weeks,624.0
2025-05-01,NORTH DOWNS HOSPITAL,18-52 Weeks,138.0
2025-05-01,NORTH DOWNS HOSPITAL,52+ Weeks,6.0
2025-05-01,NORTH DOWNS HOSPITAL,Other,3090.0
2025-05-01,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,0-18 Weeks,17530.0
2025-05-01,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,18-52 Weeks,2354.0
2025-05-01,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,52+ Weeks,92.0
2025-05-01,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,Other,46732.0
2025-05-01,NORTH WEST ANGLIA NHS FOUNDATION TRUST,0-18 Weeks,27852.0
2025-05-01,NORTH WEST ANGLIA NHS FOUNDATION TRUST,18-52 Weeks,8226.0
2025-05-01,NORTH WEST ANGLIA NHS FOUNDATION TRUST,52+ Weeks,998.0
2025-05-01,NORTH WEST ANGLIA NHS FOUNDATION TRUST,Other,156166.0
2025-05-01,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,0-18 Weeks,18224.0
2025-05-01,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,18-52 Weeks,4408.0
2025-05-01,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,52+ Weeks,266.0
2025-05-01,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Other,83562.0
2025-05-01,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,0-18 Weeks,50902.0
2025-05-01,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,18-52 Weeks,15930.0
2025-05-01,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,52+ Weeks,2050.0
2025-05-01,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,Other,281996.0
2025-05-01,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,0-18 Weeks,18780.0
2025-05-01,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,18-52 Weeks,4608.0
2025-05-01,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,52+ Weeks,376.0
2025-05-01,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,Other,88432.0
2025-05-01,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,0-18 Weeks,17458.0
2025-05-01,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,18-52 Weeks,3226.0
2025-05-01,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,52+ Weeks,52.0
2025-05-01,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,Other,79996.0
2025-05-01,NORWICH & NORFOLK SURGICAL LTD (N2S),0-18 Weeks,1084.0
2025-05-01,NORWICH & NORFOLK SURGICAL LTD (N2S),18-52 Weeks,130.0
2025-05-01,NORWICH & NORFOLK SURGICAL LTD (N2S),52+ Weeks,0.0
2025-05-01,NORWICH & NORFOLK SURGICAL LTD (N2S),Other,2228.0
2025-05-01,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,0-18 Weeks,36212.0
2025-05-01,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,18-52 Weeks,9442.0
2025-05-01,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,52+ Weeks,950.0
2025-05-01,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Other,181430.0
2025-05-01,NOVUS HEALTH LTD,0-18 Weeks,950.0
2025-05-01,NOVUS HEALTH LTD,18-52 Weeks,38.0
2025-05-01,NOVUS HEALTH LTD,52+ Weeks,0.0
2025-05-01,NOVUS HEALTH LTD,Other,2460.0
2025-05-01,NUFFIELD HEALTH HIGHGATE HOSPITAL,0-18 Weeks,598.0
2025-05-01,NUFFIELD HEALTH HIGHGATE HOSPITAL,18-52 Weeks,76.0
2025-05-01,NUFFIELD HEALTH HIGHGATE HOSPITAL,52+ Weeks,2.0
2025-05-01,NUFFIELD HEALTH HIGHGATE HOSPITAL,Other,1780.0
2025-05-01,NUFFIELD HEALTH PARKSIDE HOSPITAL,0-18 Weeks,586.0
2025-05-01,NUFFIELD HEALTH PARKSIDE HOSPITAL,18-52 Weeks,56.0
2025-05-01,NUFFIELD HEALTH PARKSIDE HOSPITAL,52+ Weeks,146.0
2025-05-01,NUFFIELD HEALTH PARKSIDE HOSPITAL,Other,2050.0
2025-05-01,NUFFIELD HEALTH THE HOLLY HOSPITAL,0-18 Weeks,2032.0
2025-05-01,NUFFIELD HEALTH THE HOLLY HOSPITAL,18-52 Weeks,294.0
2025-05-01,NUFFIELD HEALTH THE HOLLY HOSPITAL,52+ Weeks,0.0
2025-05-01,NUFFIELD HEALTH THE HOLLY HOSPITAL,Other,6536.0
2025-05-01,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",0-18 Weeks,80.0
2025-05-01,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",18-52 Weeks,48.0
2025-05-01,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",52+ Weeks,0.0
2025-05-01,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",Other,1546.0
2025-05-01,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",0-18 Weeks,716.0
2025-05-01,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",18-52 Weeks,142.0
2025-05-01,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",52+ Weeks,2.0
2025-05-01,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",Other,3666.0
2025-05-01,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",0-18 Weeks,210.0
2025-05-01,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",18-52 Weeks,122.0
2025-05-01,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",52+ Weeks,30.0
2025-05-01,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",Other,1998.0
2025-05-01,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",0-18 Weeks,70.0
2025-05-01,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",18-52 Weeks,58.0
2025-05-01,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",52+ Weeks,0.0
2025-05-01,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",Other,1734.0
2025-05-01,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",0-18 Weeks,168.0
2025-05-01,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",18-52 Weeks,64.0
2025-05-01,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",52+ Weeks,4.0
2025-05-01,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",Other,926.0
2025-05-01,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",0-18 Weeks,2.0
2025-05-01,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",18-52 Weeks,2.0
2025-05-01,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",52+ Weeks,0.0
2025-05-01,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",Other,70.0
2025-05-01,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",0-18 Weeks,332.0
2025-05-01,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",18-52 Weeks,160.0
2025-05-01,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",52+ Weeks,92.0
2025-05-01,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",Other,3630.0
2025-05-01,"NUFFIELD HEALTH, DERBY HOSPITAL",0-18 Weeks,280.0
2025-05-01,"NUFFIELD HEALTH, DERBY HOSPITAL",18-52 Weeks,236.0
2025-05-01,"NUFFIELD HEALTH, DERBY HOSPITAL",52+ Weeks,28.0
2025-05-01,"NUFFIELD HEALTH, DERBY HOSPITAL",Other,3408.0
2025-05-01,"NUFFIELD HEALTH, EXETER HOSPITAL",0-18 Weeks,76.0
2025-05-01,"NUFFIELD HEALTH, EXETER HOSPITAL",18-52 Weeks,100.0
2025-05-01,"NUFFIELD HEALTH, EXETER HOSPITAL",52+ Weeks,26.0
2025-05-01,"NUFFIELD HEALTH, EXETER HOSPITAL",Other,1338.0
2025-05-01,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",0-18 Weeks,152.0
2025-05-01,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",18-52 Weeks,54.0
2025-05-01,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",52+ Weeks,2.0
2025-05-01,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",Other,1026.0
2025-05-01,"NUFFIELD HEALTH, HEREFORD HOSPITAL",0-18 Weeks,210.0
2025-05-01,"NUFFIELD HEALTH, HEREFORD HOSPITAL",18-52 Weeks,12.0
2025-05-01,"NUFFIELD HEALTH, HEREFORD HOSPITAL",52+ Weeks,2.0
2025-05-01,"NUFFIELD HEALTH, HEREFORD HOSPITAL",Other,512.0
2025-05-01,"NUFFIELD HEALTH, LEEDS HOSPITAL",0-18 Weeks,528.0
2025-05-01,"NUFFIELD HEALTH, LEEDS HOSPITAL",18-52 Weeks,182.0
2025-05-01,"NUFFIELD HEALTH, LEEDS HOSPITAL",52+ Weeks,26.0
2025-05-01,"NUFFIELD HEALTH, LEEDS HOSPITAL",Other,4322.0
2025-05-01,"NUFFIELD HEALTH, LEICESTER HOSPITAL",0-18 Weeks,234.0
2025-05-01,"NUFFIELD HEALTH, LEICESTER HOSPITAL",18-52 Weeks,26.0
2025-05-01,"NUFFIELD HEALTH, LEICESTER HOSPITAL",52+ Weeks,8.0
2025-05-01,"NUFFIELD HEALTH, LEICESTER HOSPITAL",Other,1446.0
2025-05-01,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",0-18 Weeks,170.0
2025-05-01,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",18-52 Weeks,214.0
2025-05-01,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",52+ Weeks,8.0
2025-05-01,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",Other,2234.0
2025-05-01,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",0-18 Weeks,858.0
2025-05-01,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",18-52 Weeks,158.0
2025-05-01,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",52+ Weeks,2.0
2025-05-01,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",Other,3768.0
2025-05-01,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",0-18 Weeks,188.0
2025-05-01,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",18-52 Weeks,206.0
2025-05-01,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",52+ Weeks,4.0
2025-05-01,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",Other,2872.0
2025-05-01,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",0-18 Weeks,24.0
2025-05-01,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",18-52 Weeks,42.0
2025-05-01,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",52+ Weeks,0.0
2025-05-01,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",Other,684.0
2025-05-01,"NUFFIELD HEALTH, TAUNTON HOSPITAL",0-18 Weeks,34.0
2025-05-01,"NUFFIELD HEALTH, TAUNTON HOSPITAL",18-52 Weeks,74.0
2025-05-01,"NUFFIELD HEALTH, TAUNTON HOSPITAL",52+ Weeks,4.0
2025-05-01,"NUFFIELD HEALTH, TAUNTON HOSPITAL",Other,888.0
2025-05-01,"NUFFIELD HEALTH, TEES HOSPITAL",0-18 Weeks,696.0
2025-05-01,"NUFFIELD HEALTH, TEES HOSPITAL",18-52 Weeks,168.0
2025-05-01,"NUFFIELD HEALTH, TEES HOSPITAL",52+ Weeks,2.0
2025-05-01,"NUFFIELD HEALTH, TEES HOSPITAL",Other,3398.0
2025-05-01,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",0-18 Weeks,96.0
2025-05-01,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",18-52 Weeks,58.0
2025-05-01,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",52+ Weeks,0.0
2025-05-01,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",Other,1064.0
2025-05-01,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",0-18 Weeks,32.0
2025-05-01,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",18-52 Weeks,24.0
2025-05-01,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",52+ Weeks,0.0
2025-05-01,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",Other,644.0
2025-05-01,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",0-18 Weeks,204.0
2025-05-01,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",18-52 Weeks,24.0
2025-05-01,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",52+ Weeks,0.0
2025-05-01,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",Other,690.0
